iniciado/0;exp_dip/0;exp_sen;per_ing;ses_ing;tipo_doc;titulo;sumario
DIPUTADOS;0001-PE-83;;101;EXTRAORDINARIAS;MENSAJE 147 DEL PODER EJECUTIVO;<CS:Titulo>Título:  </CS><FD:TITULO>CONVOCATORIA A SESIONES EXTRAORDINARIAS A PARTIR DEL 15 DE DICIEMBRE DE 1983, REMISION DEL DECRETO 146/83 (13/12/1983).</FD:TITULO>;"<CS:Titulo>Sumario: </CS><FD:TITULO>TEMARIO: DEROGACION DE LA LEY DE AMNISTIA; PROYECTO DE LEY DE PROTECCION DEL ORDEN CONSTITUCIONAL Y DE LA VIDA DEMOCRATICA; MODIFICACION DEL CODIGO PENAL EN MATERIA DE TORTURAS; MODIFICACIONES AL CODIGO DE PROCEDIMIENTOS EN MATERIA PENAL; APLICACION DEL RECURSO DE HABEAS CORPUS A LAS CONDENAS DICTADAS POR TRIBUNALES MILITARES RESPECTO DE CIVILES; MODIFICACIONES AL CODIGO PENAL EN MATERIA DE CONDENA CONDICIONAL Y REINCIDENCIA; MODIFICACIONES AL CODIGO DE PROCEDIMIENTOS EN MATERIA PENAL SOBRE EXCARCELACION; MODIFICACION DEL CODIGO DE JUSTICIA MILITAR PREVIENDO LA REVISION JURISDICCIONAL ORDINARIA DE LAS SENTENCIAS DE LOS TRIBUNALES MILITARES.</FD:TITULO>"
DIPUTADOS;0009-PE-83;;101;EXTRAORDINARIAS;MENSAJE 149 DEL PODER EJECUTIVO;"<CS:Titulo>Título:  </CS><FD:TITULO>AMPLIACION DEL TEMARIO DE LA CONVOCATORIA A SESIONES EXTRAORDINARIAS; REMISION DEL DECRETO 148/83 (13/12/1983).</FD:TITULO>";"<CS:Titulo>Sumario: </CS><FD:TITULO>TEMARIO: TRATAMIENTO POR EL SENADO DE LOS ACUERDOS A PRESTAR A LOS MIEMBROS DE LA CORTE SUPREMA DE JUSTICIA DE LA NACION Y AL PROCURADOR GENERAL DE LA NACION; LEY DE APROBACION DEL REGIMEN PROVISORIO SOBRE NORMALIZACION DE LAS UNIVERSIDADES NACIONALES INSTITUIDO POR EL DECRETO 154/83 DEL 13/12/1983.</FD:TITULO>"
DIPUTADOS;0012-PE-83;;101;EXTRAORDINARIAS;MENSAJE 191 DEL PODER EJECUTIVO;"<CS:Titulo>Título:  </CS><FD:TITULO>AMPLIACION DEL TEMARIO DE LA CONVOCATORIA A SESIONES EXTRAORDINARIAS; REMISION DEL DECRETO 190/83 (16/12/1983).</FD:TITULO>";"<CS:Titulo>Sumario: </CS><FD:TITULO>TEMARIO: ACUERDO PARA LA DESIGNACION DE EMBAJADORES EXTRAORDINARIOS Y PLENIPOTENCIARIOS, DE CONFORMIDAD CON LA LEY 20957 DEL SERVICIO EXTERIOR DE LA NACION; LEY DE REAPERTURA DE LA UNIVERSIDAD NACIONAL DE LUJAN.</FD:TITULO>"
DIPUTADOS;0013-PE-83;;101;EXTRAORDINARIAS;MENSAJE 194 DEL PODER EJECUTIVO;"<CS:Titulo>Título:  </CS><FD:TITULO>AMPLIACION DEL TEMARIO DE LA CONVOCATORIA A SESIONES EXTRAORDINARIAS; REMISION DEL DECRETO 193/83 (16/12/1983).</FD:TITULO>";"<CS:Titulo>Sumario: </CS><FD:TITULO>TEMARIO: APROBACION DE LA CONVENCION AMERICANA SOBRE DERECHOS HUMANOS (PACTO SAN JOSE DE COSTA RICA); NORMALIZACION DEL PERSONAL DEL SERVICIO EXTERIOR DE LA NACION; APROBACION DEL PACTO INTERNACIONAL DE DERECHOS ECONOMICOS, SOCIALES Y CULTURALES, DEL PACTO DE DERECHOS CIVILES Y POLITICOS Y EL PROTOCOLO FACULTATIVO DE ESTE PACTO ADOPTADOS POR RESOLUCION 2200 (XXI) DE LA ASAMBLEA GENERAL DE LA ONU Y RECONOCIMIENTO DE LA COMPETENCIA DEL COMITE DE DERECHOS HUMANOS CREADO POR EL PACTO INTERNACIONAL DE DERECHOS CIVILES Y POLITICOS; MODIFICACION DE LAS NORMAS QUE REGULAN EL PAGO DEL SUELDO ANUAL COMPLEMENTARIO (SAC); IMPLEMENTACION DE UN REGIMEN DE ACTUALIZACION DEL COSTO O PRECIO DE LA HACIENDA DE ESTABLECIMIENTOS GANADEROS CON SISTEMA PARA LA EVALUACION DE SUS INVENTARIOS; REFORMAS A LA LEY 21740 (REGIMEN DE LA JUNTA NACIONAL DE CARNES); FIJACION DE LA TASA DE ESTADISTICA PARA LAS OPERACIONES DE IMPORTACION; MODIFICACION DE LA LEY DE IMPUESTOS INTERNOS (TO 1979); MODIFICACION A LA LEY DEL IMPUESTO SOBRE LOS CAPITALES, A LA LEY DEL IMPUESTO SOBRE EL PATRIMONIO NETO, A LA LEY DEL IMPUESTO A LAS GANANCIAS Y SOBRE LA TRANSFERENCIA DE TITULOS VALORES; REFORMA DE LA LEY DEL SALARIO VITAL MINIMO Y MOVIL; LEY DE REORDENAMIENTO SINDICAL Y REGIMEN ELECTORAL PARA LA NORMALIZACION DE LOS SINDICATOS; LEY DE PROMOCION DE LAS EXPORTACIONES; RESTITUCION DE LAS CONTRIBUCIONES CON DESTINO AL FONDO NACIONAL DE LA VIVIENDA; RESTITUCION AL INTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA (INTA) DE LA AUTARQUIA INSTITUCIONAL Y FINANCIERA; LEY DE ESTABLECIMIENTO DEL PLAN ALIMENTARIO NACIONAL; REFORMAS A LA CARTA ORGANICA DEL BANCO HIPOTECARIO NACIONAL; LEY DE REFORMA A LOS ARITUCLOS 11 Y 13 DE LA CARTA ORGANICA DE LA CAJA NACIONAL DE AHORRO Y SEGURO (CONSTITUCION DEL DIRECTORIO).</FD:TITULO>"
DIPUTADOS;0035-PE-83;;101;EXTRAORDINARIAS;MENSAJE 267 DEL PODER EJECUTIVO;"<CS:Titulo>Título:  </CS><FD:TITULO>AMPLIACION DEL TEMARIO DE LA CONVOCATORIA A SESIONES EXTRAORDINARIAS; REMISION DEL DECRETO 266/83 (22/12/1983).</FD:TITULO>";<CS:Titulo>Sumario: </CS><FD:TITULO>TEMARIO: DEROGACION DE LA LEY 21795 Y RESTITUCION DE LA PLENA VIGENCIA DE LAS LEYES 346, 16801 Y 20835 (SOBRE CIUDADANIA Y NACIONALIZACION)</FD:TITULO>
DIPUTADOS;0037-PE-83;;101;EXTRAORDINARIAS;MENSAJE 293 DEL PODER EJECUTIVO;"<CS:Titulo>Título:  </CS><FD:TITULO>AMPLIACION DEL TEMARIO DE LA CONVOCATORIA A SESIONES EXTRAORDINARIAS; REMISION DEL DECRETO 292/83 (27/12/1983).</FD:TITULO>";<CS:Titulo>Sumario: </CS><FD:TITULO>TEMARIO: DEROGACION DE LA LEY 23013 RECOBRANDO SU VIGENCIA LAS DISPOSICIONES PREVISTAS EN LA LEYES 11683 (TO 1978) Y 22091 PARA LA DIRECCION GENERAL IMPOSITIVA Y ADMINISTRACION NACIONAL DE ADUANAS.</FD:TITULO>
SENADO;;0244-S-88;106;ORDINARIAS;PROYECTO DE RESOLUCION;<CS:Titulo>Título:  </CS><FD:TITULO>REALIZACION EN BUENOS AIRES, ENTRE EL 17 Y 21/10/88, DE UN ENCUENTRO LATINOAMERICANO DE JURISTAS EXPERTOS, FUNCIONARIOS DE LINEAS AEREAS, DIRECCIONES NACIONALES DE AVIACION CIVIL, ETCETERA, PARA INTERCAMBIAR EXPERIENCIAS Y NORMATIVAS SOBRE EL TEMA AEREO Y ESPACIAL.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>A FIN DE PROMOVER EN LOS PAISES DEL AREA LAS LEYES, REGLAMENTOS Y CONVENIOS QUE PERMITAN EL DESARROLLO, LA COMPLEMENTACION E INTEGRACION EN LA MATERIA. ORGANIZACION Y REALIZACION POR LA COMISION DE TRANSPORTES DEL SENADO.</FD:TITULO>
SENADO;0111-S-88;0027-S-88;106;ORDINARIAS;PROYECTO DE LEY;<CS:Titulo>Título:  </CS><FD:TITULO>DEFENSA DE LA MUSICA ARGENTINA, Y DE COMPOSITORES ARGENTINOS. (REPRODUCCION DEL EXPEDIENTE 0678-S-86).</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>CONCEPTO, DIFUSION, DIFUSION EN VIVO, MUSICOS EXTRANJEROS, CONCURSO ANUAL, PREMIOS NACIONALES DE MUSICA Y DE INVESTIGACION MUSICOLOGICA, FRANQUICIAS ESPECIALES, INSTITUTO NACIONAL DE MUSICOLOGIA CARLOS VEGA. INFRACCIONES Y PENALIDADES, AUTORIDAD DE APLICACION.</FD:TITULO>
SENADO;;0094-S-88;106;ORDINARIAS;PROYECTO DE COMUNICACION;<CS:Titulo>Título:  </CS><FD:TITULO>RESTABLECIMIENTO DEL SERVICIO TELEFONICO PUBLICO EN LA LOCALIDAD DE PUERTO BERMEJO O INSTALACION DE UN RADIOENLACE POR CONVENIO CON ANTELCO (EMPRESA TELEFONICA PARAGUAYA) QUE PERMITA UTILIZAR LA CENTRAL TELEFONICA DE LA LOCALIDAD DE PILAR.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>SOLICITUD AL PODER EJECUTIVO NACIONAL A TRAVES DE LA EMPRESA NACIONAL DE TELECOMUNICACIONES, ENTEL.</FD:TITULO>
SENADO;;0236-S-88;106;ORDINARIAS;PROYECTO DE LEY;"<CS:Titulo>Título:  </CS><FD:TITULO>IMPUESTO AL VALOR AGREGADO - IVA - (LEY 23349); MODIFICACION.</FD:TITULO>";<CS:Titulo>Sumario: </CS><FD:TITULO>SUSTITUCION DEL TEXTO DE LA COLUMNA DE OBSERVACIONES DE LA PLANILLA ANEXA AL ARTICULO 6 (DESGRAVACION DE ALIMENTOS PARA BOVINOS, OVINOS, EQUINOS, PORCINOS, CAPRINOS, AVES DE CORRAL Y CONEJOS).</FD:TITULO>
SENADO;;0086-S-88;106;ORDINARIAS;PROYECTO DE COMUNICACION;<CS:Titulo>Título:  </CS><FD:TITULO>SUBSIDIO: AUSTRALES 15000 AL CLUB SPORTIVO EL CHAÑAR, DE LA PROVINCIA DE TUCUMAN.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>SOLICITUD AL PODER EJECUTIVO NACIONAL. DESTINO: COMPRA DE ELEMENTOS PARA LA PRACTICA DEPORTIVA.</FD:TITULO>
SENADO;;0270-S-88;106;ORDINARIAS;PROYECTO DE COMUNICACION;<CS:Titulo>Título:  </CS><FD:TITULO>DECLARACION DE INTERES NACIONAL DEL VI CONGRESO FORESTAL ARGENTINO, A REALIZARSE EN LA CIUDAD DE SANTIAGO DEL ESTERO, DEL 16 AL 20/08/88.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>SOLICITUD AL PODER EJECUTIVO NACIONAL.</FD:TITULO>
SENADO;;0078-S-88;106;ORDINARIAS;PROYECTO DE COMUNICACION;<CS:Titulo>Título:  </CS><FD:TITULO>AUTORIZACION OTORGADA POR LA EMPRESA FERROCARRILES ARGENTINOS AL FUNCIONARIO DE LOS FERROCARRILES BRITANICOS SR ROBINSON PARA FOTOGRAFIAR, FILMAR O VIDEOGRABAR LAS INSTALACIONES DE LA LINEA GENERAL URQUIZA, RAMAL CONCORDIA POSADAS.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>SOLICITUD AL PODER EJECUTIVO NACIONAL DE QUE SE INVESTIGUEN LOS MOTIVOS.</FD:TITULO>
SENADO;;0145-S-88;106;ORDINARIAS;PROYECTO DE LEY;<CS:Titulo>Título:  </CS><FD:TITULO>RESTABLECIMIENTO DE LA VIGENCIA DE LA LEY 22371 (REEMBOLSO FISCAL SOBRE EL IMPUESTO A LAS GANANCIAS PARA QUIENES EFECTUARON INVERSIONES EN BIENES MUEBLES AMORTIZABLES NUEVOS) Y MODIFICACION DE SU ARTICULO 4 (MONTO DEL REEMBOLSO).</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>HASTA EL 31/12/89.</FD:TITULO>
SENADO;;0425-S-88;106;ORDINARIAS;PROYECTO DE COMUNICACION;<CS:Titulo>Título:  </CS><FD:TITULO>PROVISION DE FONDOS NECESARIOS PARA SOLVENTAR LOS GASTOS DE REALIZACION DEL V CONGRESO NACIONAL DE ESTUDIANTES DE TRABAJO SOCIAL, A EFECTUARSE EN POSADAS, PROVINCIA DE MISIONES.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>SOLICITUD AL PODER EJECUTIVO NACIONAL.</FD:TITULO>
SENADO;;0400-S-88;106;ORDINARIAS;PROYECTO DE COMUNICACION;<CS:Titulo>Título:  </CS><FD:TITULO>PEDIDO DE INFORMES: SOBRE LOS SERVICIOS COMERCIALES DE VIDEOTEX (TELEPROCESAMIENTO DE TEXTOS Y GRAFICOS UTILIZANDO LA RED TELEFONICA) SI HAN SIDO AUTORIZADOS Y SI ESTAN CONTEMPLADOS EN LOS PLANES DE CORTO Y MEDIANO PLAZO (REPRODUCCION DEL EXPEDIENTE 0351-S-85).</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>SOLICITUD AL PODER EJECUTIVO NACIONAL, SE REFIERE A LOS OFRECIMIENTOS PUBLICOS DE LAS FIRMAS RADIO VICTORIA INFORMATICA SA Y VIDEOTEX SA.</FD:TITULO>
SENADO;;0045-S-88;106;ORDINARIAS;PROYECTO DE RESOLUCION;<CS:Titulo>Título:  </CS><FD:TITULO>CREACION DE LA COMISION PERMANENTE DE CULTURA DEL HONORABLE SENADO DE LA NACION.</FD:TITULO>;"<CS:Titulo>Sumario: </CS><FD:TITULO>MODIFICACION DEL ARTICULO 53 DEL REGLAMENTO DEL SENADO (AUMENTO DEL NUMERO DE COMISIONES). AGREGA ARTICULO 82 BIS; FUNCIONES.</FD:TITULO>"
SENADO;0047-S-88;0020-S-88;106;ORDINARIAS;PROYECTO DE LEY;<CS:Titulo>Título:  </CS><FD:TITULO>CREACION DE UNA ADUANA EN LA CIUDAD DE SAN LUIS, PROVINCIA DE SAN LUIS.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>LA ADMINISTRACION NACIONAL DE ADUANAS ESTABLECERA LA CLASE, NATURALEZA E IMPORTANCIA DE LAS OPERACIONES, ETCETERA.</FD:TITULO>
SENADO;;0279-S-88;106;ORDINARIAS;PROYECTO DE LEY;"<CS:Titulo>Título:  </CS><FD:TITULO>LEY GENERAL DE PUERTOS; DEROGACION DE LA LEY 22080 Y DEL DECRETO 10059/43.</FD:TITULO>";"<CS:Titulo>Sumario: </CS><FD:TITULO>DOMINIO DE LOS PUERTOS: ESTATALES, PUBLICOS Y PRIVADOS, CONSTRUIDOS Y OPERADOS POR PARTICULARES, COMERCIALES PARTICULARES, E INDUSTRIALES; AUTORIDAD DE APLICACION: DIRECCION NACIONAL DE PUERTOS; HABILITACION, ETCETERA.</FD:TITULO>"
SENADO;;0112-S-88;106;ORDINARIAS;PROYECTO DE LEY;<CS:Titulo>Título:  </CS><FD:TITULO>PENSION AL VIUDO Y DE QUIENES HUBIERAN CONVIVIDO DE HECHO CON EL O LA CAUSANTE, AUNQUE ESTOS HUBIERAN MUERTO CON ANTERIORIDAD A LA VIGENCIA DE LAS LEYES 23226 Y 23380.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>OTORGAMIENTO. REAPERTURA DE PROCEDIMIENTOS EN CASO DE QUE HUBIERAN SIDO DENEGADOS, ETCETERA.</FD:TITULO>
SENADO;;0417-S-88;106;ORDINARIAS;PROYECTO DE LEY;<CS:Titulo>Título:  </CS><FD:TITULO>ESTATUTO DE LA SOCIEDAD DEL ESTADO AGUA Y ENERGIA ELECTRICA (DECRETO 3907/77). MODIFICACION.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>MODIFICACION DEL ARTICULO 2 (FIJACION DEL DOMICILIO LEGAL EN LA PROVINCIA DE MENDOZA Y TRASLADO DE SU ADMINISTRACION).</FD:TITULO>
SENADO;;0037-S-88;106;ORDINARIAS;PROYECTO DE RESOLUCION;<CS:Titulo>Título:  </CS><FD:TITULO>CREACION DE UNA COMISION PARA TOMAR CONOCIMIENTO DE LAS NEGOCIACIONES EN RELACION A LAS EMPRESAS AEROLINEAS ARGENTINAS Y EMPRESA NACIONAL DE TELECOMUNICACIONES (ENTEL), CON SCANDINAVIAN AIRLINES SYSTEM Y COMPAÑIA TELEFONICA NACIONAL DE ESPAÑA SA.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>BICAMERAL: INVITACION A LA HONORABLE CAMARA DE DIPUTADOS. INTEGRACION. FUNCIONES (NOTA:.AL APROBARLO SE CREA UNA COMISION DEL SENADO SOLAMENTE).</FD:TITULO>
SENADO;;0012-S-88;106;ORDINARIAS;PROYECTO DE RESOLUCION;<CS:Titulo>Título:  </CS><FD:TITULO>PEDIDO DE INFORMES: GASTOS EN PASAJES INTERNACIONALES REALIZADOS POR FUNCIONARIOS DEL PODER EJECUTIVO NACIONAL.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>MONTO TOTAL. MONTO DE VIATICOS. OBJETIVOS DE CADA VIAJE Y BENEFICIARIOS.</FD:TITULO>
SENADO;;0104-S-88;106;ORDINARIAS;PROYECTO DE COMUNICACION;<CS:Titulo>Título:  </CS><FD:TITULO>PEDIDO DE INFORMES: CIERRE DE SUCURSALES DE LOS BANCOS HIPOTECARIO NACIONAL Y DE DESARROLLO.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>SI SE ESTA ANALIZANDO LA POSIBILIDAD EN ALGUN ORGANISMO DEL PODER EJECUTIVO NACIONAL. FUNDAMENTOS. SITUACION DEL PERSONAL DE ESAS SUCURSALES. SI TAL MEDIDA ES PRODUCTO DE UN ACUERDO A CONVENIR CON ORGANISMOS INTERNACIONALES. PREVISIONES PARA EL CUMPLIMIENTO DE SU COMETIDO ESPECIFICO.</FD:TITULO>
SENADO;;0246-S-88;106;ORDINARIAS;PROYECTO DE RESOLUCION;<CS:Titulo>Título:  </CS><FD:TITULO>INSTITUCION DEL PREMIO DE ESCULTURA DOMINGO FAUSTINO SARMIENTO, EN CONMEMORACION AL CENTENARIO DE SU FALLECIMIENTO.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>PREMIO DE A 25000 APORTADO POR EL FONDO NACIONAL DE LAS ARTES, MAS EL COSTO DE FUNDICION DE LA OBRA Y UN DIPLOMA. INTEGRACION DEL JURADO REMUNERACION. ENTREGA DEL PREMIO POR LA DIRECCION DE ARCHIVO GENERAL, MUSEO PARLAMENTARIO Y RECINTO. COORDINACION POR LA COMISION DE EDUCACION Y LA SECRETARIA DE CULTURA DE LA NACION, ETCETERA.</FD:TITULO>
SENADO;;0029-S-88;106;ORDINARIAS;PROYECTO DE RESOLUCION;<CS:Titulo>Título:  </CS><FD:TITULO>HABILITACION EN EL AMBITO DEL SENADO DE LA NACION DE UNA SALA MATERNA Y GUARDERIA PARA NIÑOS DE HASTA CINCO AÑOS, EN BENEFICIO DEL PERSONAL DE LA CASA.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>FACULTASE A LA PRESIDENCIA DEL SENADO A REGLAMENTAR LOS ASPECTOS PRESUPUESTARIOS, HABILITACION DE DEPENDENCIAS NECESARIAS, ETCETERA.</FD:TITULO>
SENADO;;0004-S-88;106;ORDINARIAS;PROYECTO DE RESOLUCION;<CS:Titulo>Título:  </CS><FD:TITULO>ADHESION A LOS ACTOS CONMEMORATIVOS DE LOS 426 AÑOS DE LA FUNDACION DE SAN JUAN, QUE SE CUMPLEN EL 13/10/88.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>COLOCACION DE UNA PLACA ALUSIVA EN EL MONUMENTO A SU FUNDADOR GENERAL JUAN JUFRE. FACULTASE A LA PRESIDENCIA DEL SENADO PARA DESIGNAR A DOS O MAS SENADORES EN SU REPRESENTACION.</FD:TITULO>
SENADO;;0146-S-88;106;ORDINARIAS;PROYECTO DE COMUNICACION;<CS:Titulo>Título:  </CS><FD:TITULO>MANTENIMIENTO EN CONDICIONES DE TRANSITABILIDAD DE LA RUTA NACIONAL 51, EN EL DEPARTAMENTO DE LOS ANDES, PROVINCIA DE SALTA.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>SOLICITUD AL PODER EJECUTIVO NACIONAL MEDIANTE LA PROVISION Y COLOCACION DE PUENTES, DEFENSAS Y RIPIO NECESARIOS.</FD:TITULO>
SENADO;;0238-S-88;106;ORDINARIAS;PROYECTO DE COMUNICACION;<CS:Titulo>Título:  </CS><FD:TITULO>PEDIDO DE INFORMES: ADOPCION DE UNA CONVENCION, POR LOS PAISES SIGNATARIOS DEL TRATADO ANTARTICO, PARA REGULAR LAS ACTIVIDADES DE EXTRACCIONES MINERAS DENTRO DEL CONTINENTE ANTARTICO.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>VERACIDAD DE LA NOTICIA PROCEDENTE DE LA AGENCIA CHINA XINHUA SEGUN LA CUAL HABRIA SIDO ADOPTADA EN LA RECIENTE REUNION DE WILLINGTON (NUEVA ZELANDA), ETCETERA.</FD:TITULO>
SENADO;0058-S-88;0088-S-88;106;ORDINARIAS;PROYECTO DE LEY;<CS:Titulo>Título:  </CS><FD:TITULO>CODIGO ELECTORAL NACIONAL. MODIFICACIONES. DERECHOS ELECTORALES DEL CIUDADANO ARGENTINO EN EL EXTERIOR Y DE EXTRANJEROS EN LA REPUBLICA ARGENTINA.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>PODRAN VOTAR EN LAS ELECCIONES NACIONALES LOS INSCRIPTOS EN EL REGISTRO ESPECIAL DE ELECTORES RESIDENTES EN EL EXTRANJERO QUE SE CREA POR LA PRESENTE. INSCRIPCION EN LAS REPRESENTACIONES DIPLOMATICAS O CONSULARES ARGENTINAS EN LAS QUE SE EFECTUARA UN ESCRUTINIO POR CADA DISTRITO ELECTORAL. CREACION DEL REGISTRO ESPECIAL DE ELECTORES EXTRANJEROS. REQUISITOS. INSCRIPCION. CONSTITUCION DE MESAS ESPECIALES.</FD:TITULO>
SENADO;;0272-S-88;106;ORDINARIAS;PROYECTO DE COMUNICACION;<CS:Titulo>Título:  </CS><FD:TITULO>RELEVAMIENTO EN EL TEMPLO DE LA CATEDRAL, EN LA CIUDAD DE SALTA.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>SOLICITUD AL PODER EJECUTIVO NACIONAL PARA QUE SE EFECTUE CON INTERVENCION DEL MINISTERIO DE OBRAS Y SERVICIOS PUBLICOS (SUPERVISION SECTORIAL DE DISTRITOS).</FD:TITULO>
SENADO;;0435-S-88;106;ORDINARIAS;PROYECTO DE COMUNICACION;<CS:Titulo>Título:  </CS><FD:TITULO>PEDIDO DE INFORMES: EMPRESA INTERPETROL SOCIEDAD ANONIMA.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>LICITACIONES DE YACIMIENTOS PETROLIFEROS FISCALES (YPF) EN LAS QUE PARTICIPO. CAPITAL SOCIAL. DICTAMENES ADVERSOS DE LA FISCALIA NACIONAL DE INVESTIGACIONES ADMINISTRATIVAS. BENEFICIOS POR LA INTERVENCION DE LA EMPRESA EN LA COMERCIALIZACION DE HIDROCARBUROS. BALANCES.</FD:TITULO>
SENADO;;0055-S-88;106;ORDINARIAS;PROYECTO DE LEY;<CS:Titulo>Título:  </CS><FD:TITULO>PENSION AL VIUDO Y A PERSONAS QUE HUBIERAN CONVIVIDO EN APARENTE MATRIMONIO CON EL O LA CAUSANTE. EXTENSION DEL BENEFICIO OTORGADO POR LAS LEYES 23226 Y 23380 CUANDO EL CAUSANTE HUBIERA FALLECIDO ANTES DE LA VIGENCIA DE DICHAS NORMAS.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>REAPERTURA DE SOLICITUDES DENEGADAS. MODIFICACION DE LA LEY 22611: SUSTITUCION DE LOS ARTICULOS 2 Y 3, ETCETERA.</FD:TITULO>
SENADO;;0289-S-88;106;ORDINARIAS;PROYECTO DE COMUNICACION;<CS:Titulo>Título:  </CS><FD:TITULO>DECLARACION DE INTERES NACIONAL DE LA XVII FIESTA NACIONAL DE ESTUDIANTES, V EDICION LATINOAMERICANA Y IV CONGRESO LATINOAMERICANO DE LA JUVENTUD, A REALIZARSE EN LA PROVINCIA DE JUJUY, ENTRE EL 16 Y 26/09/88.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>SOLICITUD AL PODER EJECUTIVO NACIONAL.</FD:TITULO>
SENADO;;0427-S-88;106;ORDINARIAS;PROYECTO DE COMUNICACION;<CS:Titulo>Título:  </CS><FD:TITULO>DOTACION DE UNA AMBULANCIA AL HOSPITAL LAS MERCEDES DE NIÑOS, DE LA CIUDAD DE MERCEDES, PROVINCIA DE CORRIENTES.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>SOLICITUD AL PODER EJECUTIVO NACIONAL.</FD:TITULO>
SENADO;;0402-S-88;106;ORDINARIAS;PROYECTO DE COMUNICACION;<CS:Titulo>Título:  </CS><FD:TITULO>INSTALACION DE UNA CENTRAL TELEFONICA EN BUENA ESPERANZA Y EN OTRAS LOCALIDADES DE LA PROVINCIA DE SAN LUIS (REPRODUCCION DEL EXPEDIENTE 0658-S-85).</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>ASI COMO CABINAS SEMIPUBLICAS DE LARGA DISTANCIA. ADOPCION DE MEDIDAS POR EL PODER EJECUTIVO NACIONAL.</FD:TITULO>
SENADO;0002-S-88;0022-S-88;106;ORDINARIAS;PROYECTO DE LEY;<CS:Titulo>Título:  </CS><FD:TITULO>DICTADO DE UNA CLASE RECORDATORIA DEL HUNDIMIENTO DEL CRUCERO GENERAL BELGRANO, EL 2 DE MAYO DE CADA AÑO.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>EN TODOS LOS ESTABLECIMIENTOS DE ENSEÑANZA PRIMARIA Y SECUNDARIA.</FD:TITULO>
SENADO;;0014-S-88;106;ORDINARIAS;PROYECTO DE RESOLUCION;<CS:Titulo>Título:  </CS><FD:TITULO>CREACION DE LA COMISION PERMANENTE DE RECURSOS HIDRICOS DEL SENADO DE LA NACION.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>ATRIBUCIONES. MODIFICACION DEL TITULO VI DEL REGLAMENTO DEL SENADO.</FD:TITULO>
SENADO;;0156-S-88;106;ORDINARIAS;PROYECTO DE LEY;<CS:Titulo>Título:  </CS><FD:TITULO>CREACION DEL INSTITUTO NACIONAL DEL DISCAPACITADO. DEROGACION DE LOS ARTICULOS 1 AL 14, 24, 27, 28 Y 29 DE LA LEY 22431.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>OBJETIVOS. ADMINISTRACION. ADJUDICACION DE BIENES DEL ESTADO NACIONAL A DISCAPACITADOS. RECURSOS. DEROGACION DE NORMAS QUE IMPLIQUEN RESTRICCIONES PARA LOS DISCAPACITADOS DE CUALQUIER ACTIVIDAD, PROFESION, OFICIO O CARRERAS ESTABLECIDAS EN EL SISTEMA EDUCATIVO NACIONAL, SIEMPRE QUE REUNAN LAS CONDICIONES PROPIAS PARA SU DESEMPEÑO O DESENVOLVIMIENTO.</FD:TITULO>
