iniciado/0;exp_dip/0;exp_sen;per_ing;ses_ing;tipo_doc;titulo;sumario
SENADO;;0545-S-88;105;EXTRAORDINARIAS;PROYECTO DE COMUNICACION;<CS:Titulo>Título:  </CS><FD:TITULO>REALIZACION, EN TODOS LOS ESTABLECIMIENTOS DE ENSEÑANZA DEPENDIENTES DEL MINISTERIO DE EDUCACION, DE ACTOS CONMEMORATIVOS A LA FIGURA DE DOMINGO FAUSTINO SARMIENTO Y DE VISITAS AL MUSEO HISTORICO SARMIENTO Y OTRAS INSTITUCIONES AFINES, DURANTE EL PERIODO LECTIVO.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>SOLICITUD AL PODER EJECUTIVO NACIONAL EN HOMENAJE Y ADHESION AL CENTENARIO DE SU MUERTE.</FD:TITULO>
SENADO;;0520-S-88;105;EXTRAORDINARIAS;PROYECTO DE LEY;<CS:Titulo>Título:  </CS><FD:TITULO>PARQUE NACIONAL NAHUEL HUAPI. LIMITES. MODIFICACION DE LEY 23290 (REPRODUCCION DEL EXPEDIENTE 0252-S-86).</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>SUSTITUCION DEL ARTICULO 2 Y DEROGACION DE LOS ARTICULOS 3 AL 8.</FD:TITULO>
SENADO;;0612-S-88;105;EXTRAORDINARIAS;PROYECTO DE COMUNICACION;<CS:Titulo>Título:  </CS><FD:TITULO>INTERPELACION AL MINISTRO DE EDUCACION Y JUSTICIA, DR JORGE SABATO.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>TEMARIO: SITUACION SALARIAL DE LA DOCENCIA Y VIAS DE SOLUCION.</FD:TITULO>
SENADO;;0537-S-88;105;EXTRAORDINARIAS;PROYECTO DE COMUNICACION;<CS:Titulo>Título:  </CS><FD:TITULO>PEDIDO DE INFORMES: RESULTADO DEL ESTUDIO DE FACTIBILIDAD Y LOCALIZACION DE PEQUEÑAS CENTRALES HIDROELECTRICAS EN REGIONES AISLADAS (EXPEDIENTE 18173 DE LA SUBSECRETARIA DE PLANIFICACION ENERGETICA).</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>REALIZADO MEDIANTE EN PRESTAMO DEL BANCO MUNDIAL A LA EMPRESA AGUA Y ENERGIA ELECTRICA.</FD:TITULO>
SENADO;;0512-S-88;105;EXTRAORDINARIAS;PROYECTO DE COMUNICACION;<CS:Titulo>Título:  </CS><FD:TITULO>ADOPTAR MEDIDAS PARA QUE EL BANCO HIPOTECARIO NACIONAL SIGA CUMPLIENDO NORMALMENTE SU MISION.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>SOLICITUD AL PODER EJECUTIVO NACIONAL, A FIN DE QUE SIGA BRINDANDO ASISTENCIA CREDITICIA A SECTORES DE INGRESOS MEDIOS.</FD:TITULO>
SENADO;;0629-S-88;105;EXTRAORDINARIAS;PROYECTO DE DECLARACION;<CS:Titulo>Título:  </CS><FD:TITULO>REUNIFICACION DEL PUEBLO ARMENIO CON SUS CONNACIONALES DE LA REGION DE NAGORNY KARABAJ QUE PERMANECE INCORPORADA A LA REPUBLICA SOCIALISTA SOVIETA DE AZERBAIJAN.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>EXPRESION DE SOLIDARIDAD Y PREOCUPACION POR LOS BROTES DE VIOLENCIA Y ENFRENTAMIENTOS ETNICOS EN LA REGION.</FD:TITULO>
SENADO;;0604-S-88;105;EXTRAORDINARIAS;PROYECTO DE COMUNICACION;<CS:Titulo>Título:  </CS><FD:TITULO>INCLUSION EN LOS CALENDARIOS ESCOLARES DE TODOS LOS NIVELES, COMO FECHA DE CELEBRACION OBLIGATORIA, DEL DIA 2 DE ABRIL, COMO RECORDACION A LA GESTA DE MALVINAS.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>SOLICITUD AL PODER EJECUTIVO NACIONAL, ASI COMO EL DICTADO DE CLASES ALUSIVAS O LA REALIZACION DE ACTOS.</FD:TITULO>
SENADO;;0504-S-88;105;EXTRAORDINARIAS;PROYECTO DE COMUNICACION;<CS:Titulo>Título:  </CS><FD:TITULO>PEDIDO DE INFORMES: POSICION ARGENTINA EN RELACION A LA PROPUESTA EFECTUADA POR ESTADOS UNIDOS DE NORTEAMERICA PARA QUE LA ORGANIZACION DE LAS NACIONES UNIDAS - ONU - INVESTIGUE LA EVENTUAL VIOLACION A LOS DERECHOS HUMANOS EN CUBA, EN CASO QUE ESTE SE OPUSIERA A UNA INSPECCION DE LA CRUZ ROJA INTERNACIONAL.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>COMO SE VA A DEFENDER EL PRINCIPIO DE NO INTERVENCION EN LOS ASUNTOS INTERNOS DE OTROS PAISES.</FD:TITULO>
SENADO;;0571-S-88;105;EXTRAORDINARIAS;PROYECTO DE COMUNICACION;<CS:Titulo>Título:  </CS><FD:TITULO>PEDIDO DE INFORMES: REMUNERACION DE LOS DOCENTES DE LA MINIMA CATEGORIA EN TODOS LOS PUNTOS DEL PAIS.</FD:TITULO>;"<CS:Titulo>Sumario: </CS><FD:TITULO>PARTIDA PRESUPUESTARIA NECESARIA PARA AYUDAR A LAS PROVINCIAS QUE LO NECESITEN PARA ESTABLECER UN MINIMO DE AUSTRALES 750. SUBVENCION A LA ENSEÑANZA PRIVADA; CONTROL DE RECAUDACIONES POR MATRICULA. MEDIDAS ADOPTADAS.</FD:TITULO>"
SENADO;;0496-S-88;105;EXTRAORDINARIAS;PROYECTO DE RESOLUCION;<CS:Titulo>Título:  </CS><FD:TITULO>REEDICION DE LA OBRA 'FACUNDO O CIVILIZACION Y BARBARIE' DE DOMINGO FAUSTINO SARMIENTO, POR LA IMPRENTA DEL CONGRESO DE LA NACION.</FD:TITULO>;"<CS:Titulo>Sumario: </CS><FD:TITULO>EN HOMENAJE AL AUTOR CON MOTIVO DE CUMPLIRSE EL CENTENARIO DE SU DESAPARICION; INVITACION A LA HONORABLE CAMARA DE DIPUTADOS A ADHERIR A LA PRESENTE.</FD:TITULO>"
SENADO;;0471-S-88;105;EXTRAORDINARIAS;PROYECTO DE RESOLUCION;<CS:Titulo>Título:  </CS><FD:TITULO>INTERPELACION AL SEÑOR MINISTRO DE DEFENSA DE LA NACION DR JOSE HORACIO JAUNARENA.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>INFORME SOBRE LA SITUACION DE LAS FUERZAS ARMADAS ANTE LOS ACONTECIMIENTOS VIVIDOS Y MEDIDAS A ADOPTAR EN MATERIA DE DEFENSA, ADEMAS DE MEDIOS A IMPLEMENTAR PARA EVITAR SITUACIONES SIMILARES A SEMANA SANTA Y LOS HECHOS DE ENERO ULTIMO PASADO.</FD:TITULO>
SENADO;;0588-S-88;105;EXTRAORDINARIAS;PROYECTO DE COMUNICACION;"<CS:Titulo>Título:  </CS><FD:TITULO>DESARROLLO DE UNA AMPLIA ACCION PROPAGANDISTICA DE LA POSICION ARGENTINA SOBRE LAS ISLAS MALVINAS; EXPLICACION DE LOS DERECHOS SOBRE EL ARCHIPIELAGO; SU INCIDENCIA SOBRE LA PROYECCION ANTARTICA Y LA HISTORIA COLONIALISTA DE GRAN BRETAÑA.</FD:TITULO>";<CS:Titulo>Sumario: </CS><FD:TITULO>SOLICITUD AL PODER EJECUTIVO NACIONAL.</FD:TITULO>
SENADO;;0563-S-88;105;EXTRAORDINARIAS;PROYECTO DE RESOLUCION;<CS:Titulo>Título:  </CS><FD:TITULO>PEDIDO DE INFORMES: FECHA DE DESIGNACION DE LOS VOCALES DEL TRIBUNAL DE CUENTAS DE LA NACION E INTERVENCION DEL MISMO EN EL EXPEDIENTE 133456/80 DE LA EX SECRETARIA DE AGRICULTURA Y GANADERIA.</FD:TITULO>;"<CS:Titulo>Sumario: </CS><FD:TITULO>APROBACION DEL CITADO EXPEDIENTE POR EL QUE SE ADQUIERE UN PREDIO CON FONDOS DE LA JUNTA NACIONAL DE CARNES, EN LA LOCALIDAD DE SAN ISIDRO, BUENOS AIRES; OBRAS PUBLICAS REALIZADAS EN EL MISMO Y EN EL AREA DEL SERVICIO NACIONAL DE SANIDAD ANIMAL - SENASA -, CENTRO PANAMERICANO DE ZOONOSIS, ETCETERA.</FD:TITULO>"
SENADO;;0488-S-88;105;EXTRAORDINARIAS;PROYECTO DE RESOLUCION;<CS:Titulo>Título:  </CS><FD:TITULO>INTERPELACION AL MINISTRO DE RELACIONES EXTERIORES, LICENCIADO DANTE CAPUTO.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>TEMARIO: SITUACION PLANTEADA CON GRAN BRETAÑA CON MOTIVO DE LAS MANIOBRAS MILITARES QUE REALIZARA EN EL TERRITORIO DE LAS ISLAS MALVINAS.</FD:TITULO>
SENADO;;0463-S-88;105;EXTRAORDINARIAS;PROYECTO DE COMUNICACION;<CS:Titulo>Título:  </CS><FD:TITULO>EFECTIVIZACION DE LA RESOLUCION DEL 01/12/87 QUE CONMINA AL CESE DEL USO ILEGITIMO Y USURPACION DE LA REPETIDORA QUE CANAL 12 TELECOR SA DE CORDOBA TIENE EN LAS SIERRAS DE ANCASTI, PROVINCIA DE CATAMARCA.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>SOLICITUD A LA CORTE SUPREMA DE JUSTICIA DE LA NACION.</FD:TITULO>
SENADO;;0630-S-88;105;EXTRAORDINARIAS;PROYECTO DE LEY;<CS:Titulo>Título:  </CS><FD:TITULO>LEY DE ESTUPEFACIENTES (20771 MODIFICADA POR LAS LEYES 21566 Y 23077). MODIFICACION.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>AGREGADO DEL ARTICULO 12 BIS (SOBRE NO APLICACION DE LA EXIMICION DE PRISION, LA EXCARCELACION NI LA CONDENA DE EJECUCION CONDICIONAL).</FD:TITULO>
SENADO;;0555-S-88;105;EXTRAORDINARIAS;PROYECTO DE RESOLUCION;<CS:Titulo>Título:  </CS><FD:TITULO>ADHESION A LA CELEBRACION DEL XXII CONGRESO INTERAMERICANO DE PSICOLOGIA, A REALIZARSE EN BUENOS AIRES DEL 25 AL 30/06/89.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>SOLICITUD AL PODER EJECUTIVO NACIONAL PARA QUE LO DECLARE DE INTERES NACIONAL.</FD:TITULO>
SENADO;;0530-S-88;105;EXTRAORDINARIAS;PROYECTO DE COMUNICACION;<CS:Titulo>Título:  </CS><FD:TITULO>PEDIDO DE INFORMES: FIRMA, POR PARTE DEL DIRECTORIO DE EMPRESAS PUBLICAS, DE UN ACTA CON LA ASOCIACION DE PERMISIONARIOS DE LA EMPRESA NACIONAL DE TELECOMUNICACIONES, EMPRESA NACIONAL DE CORREOS Y TELGRAFOS Y LA FEDERACION DE OBREROS Y EMPLEADOS DE CORREOS Y TELEGRAFOS.</FD:TITULO>;"<CS:Titulo>Sumario: </CS><FD:TITULO>RAZONES; POR LA MISMA SE CONSTITUIRIA UNA SA MIXTA Y PREVIAMENTE DEBERIA MODIFICARSE LA LEY ORGANICA DE CORREOS (20216) Y LA LEY 13653; OPOSICION DEL SINDICATO DE TRABRAJADORES DE CORREOS Y TELECOMUNICACIONES DE BUENOS AIRES Y AATRA.</FD:TITULO>"
SENADO;;0622-S-88;105;EXTRAORDINARIAS;PROYECTO DE COMUNICACION;<CS:Titulo>Título:  </CS><FD:TITULO>PEDIDO DE INFORMES: CUMPLIMIENTO DEL DECRETO LEY 505/58 Y MODIFICACION, EN PARTICULAR DE LO REFERIDO A LA PERCEPCION Y DISTRIBUCION DE LOS FONDOS CREADOS, CON DESTINO A LA INFRAESTRUCTURA VIAL.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>DURANTE EL TRANSCURSO DE LOS ULTIMOS SEIS MESES.</FD:TITULO>
SENADO;;0597-S-88;105;EXTRAORDINARIAS;PROYECTO DE COMUNICACION;<CS:Titulo>Título:  </CS><FD:TITULO>SITUACION DEL INSTITUTO DE MENORES MANUEL A ROCCA Y DEL SISTEMA DE MINORIDAD, QUE HACE AL EJERCICIO CONCURRENTE DEL PATRONATO DE MENORES DEL PODER JUDICIAL DE LA NACION Y LA SECRETARIA DE DESARROLLO HUMANO Y FAMILIA.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>ENCOMENDAR A LA COMISION DE FAMILIA Y MINORIDAD DE LA H CAMARA DE SENADORES INFORME A LA CAMARA SOBRE PRESTACIONES, RECURSOS, DELINCUENCIA, SINDROME DE INMUNODEFICIENCIA ADQUIRIDA (SIDA) DROGADICCION, ETCETERA.</FD:TITULO>
SENADO;;0547-S-88;105;EXTRAORDINARIAS;PROYECTO DE COMUNICACION;<CS:Titulo>Título:  </CS><FD:TITULO>REEDICION DE LA OBRAS 'LA HOJA VOLADORA' DE JOSE PEDRONI Y 'EL PROFETA DE LA PAMPA' DE RICARDO ROJAS, CON MOTIVO DE CUMPLIRSE EL CENTENARIO DE SU FALLECIMIENTO.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>ENCOMENDAR LA MISMA A EDITORIAL UNIVERSITARIA DE BUENOS AIRES (EUDEBA).</FD:TITULO>
SENADO;;0522-S-88;105;EXTRAORDINARIAS;PROYECTO DE COMUNICACION;<CS:Titulo>Título:  </CS><FD:TITULO>PEDIDO DE INFORMES: GESTIONES QUE SE REALIZAN PARA IMPEDIR LAS MANIOBRAS MILITARES QUE GRAN BRETAÑA PROYECTA REALIZAR EN LAS ISLAS MALVINAS E INTERPELACION AL MINISTRO DE DEFENSA.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>MARCHA DE LAS MISMAS. TEMARIO DE LA INTERPELACION: OBJETIVOS DENTRO DE LA POLITICA NACIONAL DE DEFENSA A FIN DE CONTAR CON MEDIOS DISUASIVOS RESPECTO DE ESAS MANIOBRAS.</FD:TITULO>
SENADO;;0614-S-88;105;EXTRAORDINARIAS;PROYECTO DE DECLARACION;<CS:Titulo>Título:  </CS><FD:TITULO>CAMPAÑA DE INTIMIDACION PUBLICA, MEDIANTE ATENTADOS CON EXPLOSIVOS Y AMENAZAS.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>EXPRESION DE REPUDIO.</FD:TITULO>
SENADO;;0539-S-88;105;EXTRAORDINARIAS;PROYECTO DE COMUNICACION;<CS:Titulo>Título:  </CS><FD:TITULO>PEDIDO DE INFORMES: CONSTITUCION DE LA COMISION NACIONAL PARA LA PROMOCION Y DESARROLLO DE LA REGION PATAGONICA, POR DECRETO 201/88 QUE REFORMULA SU NOMBRE Y COMETIDO.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>MOTIVOS POR LOS QUE SE EXCLUYE DE LA MISMA A LA PROVINCIA DE LA PAMPA, CONTRAVINIENDO LA LEY 23272, QUE LA INCLUYO EN LA REGION.</FD:TITULO>
SENADO;;0514-S-88;105;EXTRAORDINARIAS;PROYECTO DE RESOLUCION;<CS:Titulo>Título:  </CS><FD:TITULO>CREACION DE UNA COMISION ESPECIAL BICAMERAL REDACTORA DEL PROYECTO DE CODIGO DEL NIÑO.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>COMPOSICION. TEMAS QUE INCLUIRA. FACULTADES DE LA COMISION PLAZO PARA ELABORARLO.</FD:TITULO>
SENADO;;0631-S-88;105;EXTRAORDINARIAS;PROYECTO DE LEY;"<CS:Titulo>Título:  </CS><FD:TITULO>ESTABLECIMIENTO EN TODO EL TERRITORIO DE LA REPUBLICA ARGENTINA DE UN SERVICIO DE TELEGRAMA Y CARTA DOCUMENTO GRATUITO PARA TRABAJADORES, JUBILADOS Y PENSIONADOS; DEROGACION LEY 20703.</FD:TITULO>";<CS:Titulo>Sumario: </CS><FD:TITULO>PARA USO EN CONFLICTOS INDIVIDUALES DE TRABAJADORES Y PARA CONFLICTOS CON ORGANISMOS PREVISIONALES.</FD:TITULO>
SENADO;;0556-S-88;105;EXTRAORDINARIAS;PROYECTO DE COMUNICACION;<CS:Titulo>Título:  </CS><FD:TITULO>REGLAMENTACION DE LA LEY 20655 (FOMENTO Y DESARROLLO DEL DEPORTE). (REPRODUCCION DEL EXPEDIENTE 0257-S-85).</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>SOLICITUD AL PODER EJECUTIVO NACIONAL. SE ACOMPAÑA UN PROYECTO DE DECRETO REGLAMENTARIO COMO ANEXO.</FD:TITULO>
SENADO;;0506-S-88;105;EXTRAORDINARIAS;PROYECTO DE LEY;<CS:Titulo>Título:  </CS><FD:TITULO>SISTEMA NACIONAL DE OBRAS SOCIALES. REGIMEN. DEROGACION DE LAS LEYES 22269, 19322, 19518, 18257, 18290, 18299, 19722, 19315 Y 20283. DISOLUCION DE LOS INSTITUTOS DE OBRAS SOCIALES CREADOS POR DICHAS NORMAS.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>CONSTITUCION DE LAS OBRAS SOCIALES COMO ENTIDADES CIVILES SIN FINES DE LUCRO. TIPOS. ADMINISTRACION Y CONDUCCION. ASOCIADOS. RECURSOS: APORTES Y CONTRIBUCIONES. PRESTACIONES. EL INSTITUTO NACIONAL DE OBRAS SOCIALES, INOS, SERA AUTORIDAD DE APLICACION. FUNCIONES. INTEGRACION DEL FONDO DE REDISTRIBUCION: DESTINO. SANCIONES. TRANSFERENCIA DE LOS BIENES DEL ESTADO AFECTADOS A OBRAS SOCIALES.</FD:TITULO>
SENADO;;0481-S-88;105;EXTRAORDINARIAS;PROYECTO DE COMUNICACION;"<CS:Titulo>Título:  </CS><FD:TITULO>PEDIDO DE INFORMES: TRANSFERENCIAS DE FONDOS AL INSTITUTO DE SERVICIOS SOCIALES PARA JUBILADOS Y PENSIONADOS, PAMI; NORMAS JURIDICAS QUE LO REGULAN; MONTOS; CUMPLIMIENTO DE LAS LEYES 22293 Y 23081.</FD:TITULO>";<CS:Titulo>Sumario: </CS><FD:TITULO>SOLICITUD AL PODER EJECUTIVO NACIONAL.</FD:TITULO>
SENADO;;0623-S-88;105;EXTRAORDINARIAS;PROYECTO DE RESOLUCION;<CS:Titulo>Título:  </CS><FD:TITULO>CREACION DE LA COMISION DE INTERESES MARITIMOS Y FLUVIALES.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>MODIFICACION DEL ARTICULO 53 E INCORPORACION DEL ARTICULO 82 BIS AL REGLAMENTO DEL HONORABLE SENADO.</FD:TITULO>
SENADO;;0498-S-88;105;EXTRAORDINARIAS;PROYECTO DE DECLARACION;<CS:Titulo>Título:  </CS><FD:TITULO>FALTA DE REGLAMENTACION DE LA LEY 23472 POR LA QUE SE CREA EL FONDO DE GARANTIA DE CREDITOS LABORALES.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>EXPRESION DE REPUDIO.</FD:TITULO>
SENADO;;0615-S-88;105;EXTRAORDINARIAS;PROYECTO DE LEY;<CS:Titulo>Título:  </CS><FD:TITULO>LEY DE CONTRATO DE TRABAJO (20744). MODIFICACION.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>MODIFICACION DE LOS ARTICULOS 18 (COMPUTO DE LA ANTIGUEDAD) Y 150 (LICENCIA ORDINARIA).</FD:TITULO>
SENADO;;0590-S-88;105;EXTRAORDINARIAS;PROYECTO DE COMUNICACION;<CS:Titulo>Título:  </CS><FD:TITULO>PEDIDO DE INFORMES: CREDITO OTORGADO POR EL BANCO INTERAMERICANO DE DESARROLLO PARA SATISFACER NECESIDADES DE INFRAESTRUCTURA HOSPITALARIA.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>MONTO, PLAZO DE AMORTIZACION, INTERESES, CANTIDAD DE HOSPITALES NUEVOS Y DE REEMPLAZO, SI IMPLICA MODIFICACION DE PARTIDAS PRESUPUESTARIAS, SI AFECTAN PLANES SOBRE SEGURO NACIONAL DE SALUD Y OBRAS SOCIALES.</FD:TITULO>
SENADO;;0540-S-88;105;EXTRAORDINARIAS;PROYECTO DE RESOLUCION;"<CS:Titulo>Título:  </CS><FD:TITULO>POLITICAS DE ASISTENCIA Y SALUD PARA TODO EL PAIS; CREACION DEL SEGURO SOCIAL A QUE SE REFIERE EL ARTICULO 14 BIS DE LA CONSTITUCION NACIONAL.</FD:TITULO>";<CS:Titulo>Sumario: </CS><FD:TITULO>PROPOSICION A LA HONORABLE CAMARA DE DIPUTADOS PARA QUE SUS COMISIONES DE ASISTENCIA SOCIAL Y LEGISLACION DEL TRABAJO CONJUNTAMENTE CON LAS COMISIONES DE ASISTENCIA SOCIAL Y TRABAJO DE LA HONORABLE CAMARA DE SENADORES ESTUDIEN Y ELABOREN UN PROYECTO DE LEY PARA SER TRATADO EN LAS SESIONES ORDINARIAS 1988, CON SENTIDO E INTEGRACION FEDERAL.</FD:TITULO>
SENADO;;0607-S-88;105;EXTRAORDINARIAS;PROYECTO DE COMUNICACION;<CS:Titulo>Título:  </CS><FD:TITULO>REALIZACION DE UNA CAMPAÑA DE LOS MEDIOS DE DIFUSION MASIVA PARA DESALENTAR LA AGRESION PERMANENTE A FRENTES Y MONUMENTOS. ACCION PEDAGOGICA EN ESTABLECIMIENTOS EDUCACIONALES.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>SOLICITUD AL PODER EJECUTIVO NACIONAL, CON MENCION DE LO ESTABLECIDO EN EL ARTICULO 183 DEL CODIGO PENAL.</FD:TITULO>
SENADO;;0532-S-88;105;EXTRAORDINARIAS;PROYECTO DE RESOLUCION;<CS:Titulo>Título:  </CS><FD:TITULO>CONSTITUCION DE UNA COMISION INVESTIGADORA DE IRREGULARIDADES EN LA ADJUDICACION DE LICENCIAS DE RADIODIFUSION OTORGADAS BAJO EL IMPERIO DE LA LEY 22285 Y DECRETOS 286/81 Y 462/81 (PLAN NACIONAL DE RADIODIFUSION - PLANARA -) E IRREGULARIDADES EN EL COMITE FEDERAL DE RADIODIFUSION, COMFER.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>COMPOSICION. FUNCIONES. FACULTADES.</FD:TITULO>
SENADO;0099-S-88;0599-S-88;105;EXTRAORDINARIAS;PROYECTO DE LEY;<CS:Titulo>Título:  </CS><FD:TITULO>ASIGNACION PARA LA MUJER JEFA DE FAMILIA.</FD:TITULO>;"<CS:Titulo>Sumario: </CS><FD:TITULO>BENEFICIARIAS; MONTO: CINCO ASIGNACIONES FAMILIARES POR HIJO; CAUSALES DE PERDIDA; ESTARA A CARGO DE LAS CAJAS DE ASIGNACIONES FAMILIARES.</FD:TITULO>"
SENADO;;0574-S-88;105;EXTRAORDINARIAS;PROYECTO DE COMUNICACION;<CS:Titulo>Título:  </CS><FD:TITULO>CENSO NACIONAL DE PERSONAS DISCAPACITADAS, TIPOS DE DISCAPACIDAD Y GRADOS.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>SOLICITUD AL PODER EJECUTIVO NACIONAL DE MEDIDAS PARA REALIZARLO, A EFECTOS DE PROGRAMAR FUTURAS ACCIONES DE GOBIERNO.</FD:TITULO>
SENADO;;0549-S-88;105;EXTRAORDINARIAS;PROYECTO DE COMUNICACION;<CS:Titulo>Título:  </CS><FD:TITULO>DECLARAR DE INTERES NACIONAL LA PARTICIPACION DE LA DELEGACION ARGENTINA A LOS JUEGOS OLIMPICOS DE SEUL'88.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>SOLICITUD AL PODER EJECUTIVO NACIONAL.</FD:TITULO>
SENADO;;0524-S-88;105;EXTRAORDINARIAS;PROYECTO DE COMUNICACION;<CS:Titulo>Título:  </CS><FD:TITULO>DECLARAR DE INTERES NACIONAL LA CONSTRUCCION DE UNA PLANTA DE TRATAMIENTO INTEGRAL DE AGUAS CLOACALES EN LA CIUDAD DE SAN CARLOS DE BARILOCHE, RIO NEGRO.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>AUTORIZACION AL PODER EJECUTIVO NACIONAL A INVERTIR AUSTRALES 12000000, PARA ESTUDIOS, PROYECTO Y CONSTRUCCION DE LA MISMA.</FD:TITULO>
SENADO;;0566-S-88;105;EXTRAORDINARIAS;PROYECTO DE COMUNICACION;<CS:Titulo>Título:  </CS><FD:TITULO>PROCLAMACION ANTE LA COMUNIDAD INTERNACIONAL DEL DOMINIO DE LA REPUBLICA ARGENTINA SOBRE LOS RECURSOS NATURALES DEL ATLANTICO SUR (REPRODUCCION DEL EXPEDIENTE 0001-S-85).</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>VERIA CON AGRADO QUE EL PODER EJECUTIVO NACIONAL LA HICIERA ANTE LA COMUNIDAD INTERNACIONAL, CON REFERENCIA A HIDROCARBUROS DE LAS ISLAS MALVINAS Y RECURSOS NATURALES DE LA PLATAFORMA CONTINENTAL, A EFECTOS DE INVALIDAR PRETENSIONES DE GRAN BRETAÑA.</FD:TITULO>
SENADO;;0491-S-88;105;EXTRAORDINARIAS;PROYECTO DE DECLARACION;<CS:Titulo>Título:  </CS><FD:TITULO>ACTITUD ASUMIDA POR EL GOBIERNO BRITANICO AL DISPONER LA REALIZACION DE MANIOBRAS MILITARES EN ATLANTICO SUR.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>EXPRESION DE REPUDIO.</FD:TITULO>
SENADO;;0633-S-88;105;EXTRAORDINARIAS;PROYECTO DE LEY;<CS:Titulo>Título:  </CS><FD:TITULO>CONSIDERACION COMO TAREA INSALUBRE, A LOS FINES CONTENIDOS EN LOS DECRETOS 3555/72 Y 8746/72, A LAS ACTIVIDADES QUE SE DESARROLLAN EN LOS FRIGORIFICOS.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>EXTENSION DE LA APLICACION DE ESOS DECRETOS A LOS AGENTES DEL SERVICIO NACIONAL DE SANIDAD ANIMAL, SENASA, Y DE LA JUNTA NACIONAL DE CARNES QUE CUMPLEN FUNCIONES DE INSPECCION COMO CLASIFICADORES Y TIPIFICADORES DE GANADOS Y CARNES, AUDITORES EXTERNOS DE COSTOS INDUSTRIALES, INSPECTORES DE INSCRIPTOS Y CONTROLES DE CALIDAD EN FABRICAS Y EMBARQUES.</FD:TITULO>
SENADO;;0508-S-88;105;EXTRAORDINARIAS;PROYECTO DE COMUNICACION;<CS:Titulo>Título:  </CS><FD:TITULO>OTORGAMIENTO POR EL BANCO DE LA NACION ARGENTINA DE CREDITOS A LARGO PLAZO A PRODUCTORES AGROPECUARIOS AFECTADOS POR INCENDIOS DE CAMPOS.</FD:TITULO>;"<CS:Titulo>Sumario: </CS><FD:TITULO>DESTINO: CONSTRUCCION DE PICADAS - CONTRAFUEGOS; REPARACION DE ALAMBRADOS; TRASLADOS, FLETES Y REPOSICION DE ANIMALES.</FD:TITULO>"
SENADO;;0483-S-88;105;EXTRAORDINARIAS;PROYECTO DE COMUNICACION;<CS:Titulo>Título:  </CS><FD:TITULO>PEDIDO DE INFORMES: COMPROMISOS ASUMIDOS EN LA CARTA DE INTENCION ENTRE EL ESTADO NACIONAL Y LA EMPRESA SCANDINAVIAN AIR SYSTEMS PARA LA VENTA DEL 40 % DE AEROLINEAS ARGENTINAS.</FD:TITULO>;<CS:Titulo>Sumario: </CS><FD:TITULO>SOLICITUD AL PODER EJECUTIVO NACIONAL.</FD:TITULO>
